list_title,url,price,area,category,prop_type,prop_title1,prop_title2,bedrooms,bathroom,facilities,size,size_unit
Taman Permata 2sty hse 14x60 3R2B Freehold ACTUAL UNIT melawati,https://www.mudah.my/Taman+Permata+2sty+hse+14x60+3R2B+Freehold+ACTUAL+UNIT+melawati-83714375.htm,440000,Wangsa Maju,Houses,Double storey,Freehold,Non Bumi Lot,3,2,,1200.0,sq.ft.
(DEPOSIT FLEXIBLE) NEAR LRT Pangsapuri Sri Penara Sri Permaisuri,https://www.mudah.my/+DEPOSIT+FLEXIBLE+NEAR+LRT+Pangsapuri+Sri+Penara+Sri+Permaisuri-83358308.htm,200000,Cheras,Apartments,Apartment/ Flat,Leasehold,Bumi Lot,3,1,"Mini Market, Playground, 24 Hour Security",650.0,sq.ft.
Kuchai Lama Palace Court Sri Istana KLCC View Below Market 100% Loan,https://www.mudah.my/Kuchai+Lama+Palace+Court+Sri+Istana+KLCC+View+Below+Market+100+Loan-81500848.htm,499999,Kuchai Lama,Apartments,Condo / Services residence / Penthouse / Townhouse,Leasehold,Non Bumi Lot,3,2,,1313.0,sq.ft.
Fortune Avenue | 2 C/Park | RENO | Kepong | Viewing Anytime | Perdana,https://www.mudah.my/Fortune+Avenue+2+C+Park+RENO+Kepong+Viewing+Anytime+Perdana-82807137.htm,430000,Kepong,Apartments,Condo / Services residence / Penthouse / Townhouse,Leasehold,Non Bumi Lot,3,2,,1137.0,sq.ft.
New Launching Below Market High Rental 0 Downpayment Full Furnish,https://www.mudah.my/New+Launching+Below+Market+High+Rental+0+Downpayment+Full+Furnish-80687537.htm,280000,Others,Apartments,Condo / Services residence / Penthouse / Townhouse,Freehold,Non Bumi Lot,2,2,"Swimming Pool, Gymnasium, Tennis Court, Squash Court, Mini Market, Playground, Jogging Track, 24 Hour Security, Balcony/Patio, Cable TV",800.0,sq.ft.
"[Murah,Booking RM1k] For Sale :Level 2 Pangsapuri Sentul Utara, Sentul",https://www.mudah.my/+Murah+Booking+RM1k+For+Sale+Level+2+Pangsapuri+Sentul+Utara+Sentul-82825187.htm,245000,Jalan Ipoh,Apartments,Apartment/ Flat,Leasehold,Bumi Lot,3,2,"Mini Market, Playground, Balcony/Patio",735.0,sq.ft.
"(LOW FLOOR) (AIR COND) Renovated FLAT TAMAN BUKIT SEGAR , Cheras",https://www.mudah.my/+LOW+FLOOR+AIR+COND+Renovated+FLAT+TAMAN+BUKIT+SEGAR+Cheras-81512056.htm,170000,Cheras,Apartments,Apartment/ Flat,Leasehold,Non Bumi Lot,3,1,,650.0,sq.ft.
"Prima ukay , taman melawati , 2 sty semi-d , end lot with extra land",https://www.mudah.my/Prima+ukay+taman+melawati+2+sty+semi+d+end+lot+with+extra+land-83713915.htm,1280000,Taman Melawati,Houses,Semi detached,Freehold,Non Bumi Lot,4,3,,3520.0,sq.ft.
6 Adjoining Land & 3 Storey Shop Jalan Ampang Kuala Lumpur,https://www.mudah.my/6+Adjoining+Land+3+Storey+Shop+Jalan+Ampang+Kuala+Lumpur-67218227.htm,24000000,City Centre,Commercial,Shop lot,Freehold,Non Bumi Lot,,,,12010.0,sq.ft.
"Taman Permata Fadason, Medium Cost Apartment",https://www.mudah.my/Taman+Permata+Fadason+Medium+Cost+Apartment-81531052.htm,195000,Kepong,Apartments,Apartment/ Flat,Leasehold,Bumi Lot,3,2,"Mini Market, Playground, Jogging Track, 24 Hour Security, Cable TV",700.0,sq.ft.
Plaza Medan Putra | Beverly Tower | Menjalara | Kepong | Freehold,https://www.mudah.my/Plaza+Medan+Putra+Beverly+Tower+Menjalara+Kepong+Freehold-83713905.htm,285000,Bandar Menjalara,Apartments,Condo / Services residence / Penthouse / Townhouse,Freehold,Non Bumi Lot,3,2,"Swimming Pool, Gymnasium, Mini Market, Playground, 24 Hour Security, Balcony/Patio",900.0,sq.ft.
[RENO] Sri Suajaya Condo Sentul | Kuala Lumpur | Freehold | Near LRT,https://www.mudah.my/+RENO+Sri+Suajaya+Condo+Sentul+Kuala+Lumpur+Freehold+Near+LRT-83713870.htm,310000,Sentul,Apartments,Condo / Services residence / Penthouse / Townhouse,Freehold,Non Bumi Lot,3,2,"Swimming Pool, Gymnasium, Playground, 24 Hour Security, Balcony/Patio",1100.0,sq.ft.
[Below Market] Cheras KL Pangsapuri Segar Ria For Sales,https://www.mudah.my/+Below+Market+Cheras+KL+Pangsapuri+Segar+Ria+For+Sales-83574237.htm,160000,Cheras,Apartments,Apartment/ Flat,Freehold,Non Bumi Lot,3,2,,657.0,sq.ft.
Seri Petaling Endah Ria condo Bukit jalil Very Nice,https://www.mudah.my/Seri+Petaling+Endah+Ria+condo+Bukit+jalil+Very+Nice-81985514.htm,368000,Sri Petaling,Apartments,Condo / Services residence / Penthouse / Townhouse,Leasehold,Non Bumi Lot,3,2,"Swimming Pool, Gymnasium, Tennis Court, Squash Court, Mini Market, Playground, Jogging Track, 24 Hour Security, Balcony/Patio, Cable TV",946.0,sq.ft.
"Reed at Lakefields - 3-Storey End Lot, Direct with Owner",https://www.mudah.my/Reed+at+Lakefields+3+Storey+End+Lot+Direct+with+Owner-83714106.htm,1500000,Sungai Besi,Houses,Triple storey,Leasehold,Non Bumi Lot,5,6,"Gymnasium, Playground, Jogging Track, 24 Hour Security",3502.0,sq.ft.
"Bukit Jalil Project - FULL LOAN 900SFQF, Balcony&Yard ( Last 14 Unit )",https://www.mudah.my/Bukit+Jalil+Project+FULL+LOAN+900SFQF+Balcony+Yard+Last+14+Unit+-83714041.htm,300000,Bukit Jalil,Apartments,Condo / Services residence / Penthouse / Townhouse,Leasehold,Non Bumi Lot,3,2,"Swimming Pool, Gymnasium, Tennis Court, Squash Court, Mini Market, Playground, Jogging Track, 24 Hour Security, Balcony/Patio, Cable TV",900.0,sq.ft.
"[Fully Furnished] M Suites, Jalan Ampang, Kuala Lumpur",https://www.mudah.my/+Fully+Furnished+M+Suites+Jalan+Ampang+Kuala+Lumpur-83714028.htm,575000,Jalan Ampang,Apartments,Condo / Services residence / Penthouse / Townhouse,Freehold,Non Bumi Lot,1,1,"Swimming Pool, Gymnasium, Mini Market, Playground, 24 Hour Security, Balcony/Patio",502.0,sq.ft.
Mont Kiara Bayu Below Market High Rental Yield Nearby Solaris Publika,https://www.mudah.my/Mont+Kiara+Bayu+Below+Market+High+Rental+Yield+Nearby+Solaris+Publika-82406938.htm,600000,Mont Kiara,Apartments,Condo / Services residence / Penthouse / Townhouse,Freehold,Non Bumi Lot,1,2,"Swimming Pool, Gymnasium, Mini Market, Playground, 24 Hour Security, Balcony/Patio",798.0,sq.ft.
Sunway Mont Residence Mont Kiara,https://www.mudah.my/Sunway+Mont+Residence+Mont+Kiara-83713793.htm,1554000,Mont Kiara,Apartments,Condo / Services residence / Penthouse / Townhouse,Freehold,Non Bumi Lot,4,4,"Swimming Pool, Gymnasium, Playground, 24 Hour Security, Balcony/Patio",1906.0,sq.ft.
"[1K BOOKING] PV13 Condominium, Setapak KL",https://www.mudah.my/+1K+BOOKING+PV13A+Condominium+Setapak+KL-83713983.htm,490000,Setapak,Apartments,Condo / Services residence / Penthouse / Townhouse,Leasehold,Bumi Lot,3,2,"Swimming Pool, Gymnasium, Mini Market, Playground, Jogging Track, 24 Hour Security, Balcony/Patio",1313.0,sq.ft.
3 Block of 2.5 Storey Building Damansara Heights Damansara KL,https://www.mudah.my/3+Block+of+2+5+Storey+Building+Damansara+Heights+Damansara+KL-83713981.htm,15000000,Damansara Heights,Commercial,Office space,Leasehold,Non Bumi Lot,,,,58698.0,sq.ft.
Taman Melawati Double Storey Link,https://www.mudah.my/Taman+Melawati+Double+Storey+Link-83713961.htm,600000,Taman Melawati,Houses,Double storey,Freehold,Bumi Lot,3,2,,1300.0,sq.ft.
HOT UNIT BERBALOI!! Condominium Sentul Utama Jalan Dato Senu,https://www.mudah.my/HOT+UNIT+BERBALOI+Condominium+Sentul+Utama+Jalan+Dato+Senu-83713935.htm,320000,Sentul,Apartments,Condo / Services residence / Penthouse / Townhouse,Leasehold,Bumi Lot,3,2,"Swimming Pool, Playground, 24 Hour Security, Balcony/Patio",877.0,sq.ft.
Plaza Medan Putra | Menjalara Kepong | Well Kept | Near Desa Park City,https://www.mudah.my/Plaza+Medan+Putra+Menjalara+Kepong+Well+Kept+Near+Desa+Park+City-83713925.htm,285000,Kepong,Apartments,Condo / Services residence / Penthouse / Townhouse,Freehold,Non Bumi Lot,3,2,,900.0,sq.ft.
"Pv 12 , pv12 , 1384sf with 2 car parking , genting view , with furnish",https://www.mudah.my/Pv+12+pv12+1384sf+with+2+car+parking+genting+view+with+furnish-83409691.htm,420000,Setapak,Apartments,Condo / Services residence / Penthouse / Townhouse,Leasehold,Non Bumi Lot,4,2,,1384.0,sq.ft.
Casa Magna | Kepong Metro Prima | Walking Distance to KFC & MRT & Aeon,https://www.mudah.my/Casa+Magna+Kepong+Metro+Prima+Walking+Distance+to+KFC+MRT+Aeon-82919511.htm,340000,Kepong,Apartments,Condo / Services residence / Penthouse / Townhouse,Leasehold,Non Bumi Lot,3,2,,950.0,sq.ft.
Vista Mutiara | Non-Bumi 1081sf 2 C/P | Kepong | Next To Tzu-Chi & MRT,https://www.mudah.my/Vista+Mutiara+Non+Bumi+1081sf+2+C+P+Kepong+Next+To+Tzu+Chi+MRT-81969224.htm,360000,Kepong,Apartments,Condo / Services residence / Penthouse / Townhouse,Leasehold,Non Bumi Lot,3,2,,1081.0,sq.ft.
Putra Majestik | Jalan Ipoh | Putra Majestic RENO | PoolView | Sentul,https://www.mudah.my/Putra+Majestik+Jalan+Ipoh+Putra+Majestic+RENO+PoolView+Sentul-81925295.htm,350000,Jalan Ipoh,Apartments,Condo / Services residence / Penthouse / Townhouse,Freehold,Non Bumi Lot,3,2,,1015.0,sq.ft.
Hijau Ria | RENO | Corner Lot | Kepong Indah | Near FIRM | Selayang KL,https://www.mudah.my/Hijau+Ria+RENO+Corner+Lot+Kepong+Indah+Near+FIRM+Selayang+KL-82807291.htm,270000,Kepong,Apartments,Apartment/ Flat,Leasehold,Non Bumi Lot,3,2,,850.0,sq.ft.
Serdang Villa Apartment Bukit Serdang 850sqft RENOVATED 100% Full Loan,https://www.mudah.my/Serdang+Villa+Apartment+Bukit+Serdang+850sqft+RENOVATED+100+Full+Loan-81978473.htm,240000,Serdang,Apartments,Apartment/ Flat,Leasehold,Non Bumi Lot,3,2,"Swimming Pool, Gymnasium, Mini Market, Playground, Jogging Track, 24 Hour Security, Balcony/Patio, Cable TV",850.0,sq.ft.
Pangsapuri Jati Selatan Desa Petaling 826sqft 100% Full Loan Nice View,https://www.mudah.my/Pangsapuri+Jati+Selatan+Desa+Petaling+826sqft+100+Full+Loan+Nice+View-79658780.htm,230000,Desa Petaling,Apartments,Apartment/ Flat,Leasehold,Bumi Lot,3,2,"Mini Market, Playground, Jogging Track, 24 Hour Security, Balcony/Patio, Cable TV",826.0,sq.ft.
Huge Size Sri Kinabalu,https://www.mudah.my/Huge+Size+Sri+Kinabalu-82397619.htm,580000,Wangsa Maju,Apartments,Condo / Services residence / Penthouse / Townhouse,Freehold,Bumi Lot,4,2,"Swimming Pool, Tennis Court, Mini Market, Playground, Jogging Track, 24 Hour Security, Balcony/Patio, Cable TV",1900.0,sq.ft.
"222 Residency, Setapak, Nice Reno! Freehold! FULL LOAN + BEST BEST!",https://www.mudah.my/222+Residency+Setapak+Nice+Reno+Freehold+FULL+LOAN+BEST+BEST+-83713439.htm,399000,Setapak,Apartments,Condo / Services residence / Penthouse / Townhouse,Freehold,Non Bumi Lot,3,2,"Swimming Pool, Gymnasium, Tennis Court, Squash Court, Mini Market, Playground, Jogging Track, 24 Hour Security, Balcony/Patio, Cable TV",1124.0,sq.ft.
Lixury 3- storey bungalow hartamas height,https://www.mudah.my/Lixury+3+storey+bungalow+hartamas+height-83713438.htm,12500000,Sri Hartamas,Houses,Bungalow / Villa / Cluster houses,Freehold,Non Bumi Lot,8,7,"Swimming Pool, Playground, Jogging Track, 24 Hour Security, Balcony/Patio, Cable TV",12121.0,sq.ft.
Heritage condo jalan pahang,https://www.mudah.my/Heritage+condo+jalan+pahang-83400649.htm,368000,Setapak,Apartments,Condo / Services residence / Penthouse / Townhouse,Freehold,Non Bumi Lot,3,2,"Swimming Pool, Gymnasium, Mini Market, Playground, Jogging Track, 24 Hour Security",1243.0,sq.ft.
"Taman Dato Senu, Sentul, 2 Storey Cluster House, Renovated, K.L",https://www.mudah.my/Taman+Dato+Senu+Sentul+2+Storey+Cluster+House+Renovated+K+L-80027656.htm,298000,Sentul,Houses,Double storey,Leasehold,Non Bumi Lot,2,1,,452.0,sq.ft.
(932 SF)(MURAH) KL Traders Square Service Residence Setapak KL,https://www.mudah.my/+932+SF+MURAH+KL+Traders+Square+Service+Residence+Setapak+KL-83601848.htm,465000,Setapak,Apartments,Condo / Services residence / Penthouse / Townhouse,Freehold,Non Bumi Lot,3,2,"Swimming Pool, Gymnasium, Tennis Court, Squash Court, Mini Market, Playground, Jogging Track, 24 Hour Security, Balcony/Patio, Cable TV",932.0,sq.ft.
"RENO, Tkt1, FREEHOLD| Sri Meranti / Bdr Sri Damansara Damai MRT Kepong",https://www.mudah.my/RENO+Tkt1+FREEHOLD+Sri+Meranti+Bdr+Sri+Damansara+Damai+MRT+Kepong-83713398.htm,180000,Sri Damansara,Apartments,Apartment/ Flat,Freehold,Non Bumi Lot,3,2,,650.0,sq.ft.
1000sf_NiceView_2CarPark_City Of Green Parkhill Casa Green The Harve,https://www.mudah.my/1000sf+NiceView+2CarPark+City+Of+Green+Parkhill+Casa+Green+The+Harve-83713386.htm,483000,Bukit Jalil,Apartments,Condo / Services residence / Penthouse / Townhouse,Freehold,Non Bumi Lot,3,2,"Swimming Pool, Gymnasium, Playground, Jogging Track, 24 Hour Security, Cable TV",1000.0,sq.ft.
1313sf_2CarPark_NonBumi_KL Palace Court Kuchai Avenue Arte Kuchai Lama,https://www.mudah.my/1313sf+2CarPark+NonBumi+KL+Palace+Court+Kuchai+Avenue+Arte+Kuchai+Lama-83713385.htm,578000,Old Klang Road,Apartments,Condo / Services residence / Penthouse / Townhouse,Leasehold,Non Bumi Lot,3,2,"Swimming Pool, Gymnasium, Tennis Court, Mini Market, Playground, Jogging Track, 24 Hour Security, Balcony/Patio, Cable TV",1313.0,sq.ft.
[SUPER VALUE/ Below Bank Value ] Desa Green Midvalley Taman Desa,https://www.mudah.my/+SUPER+VALUE+Below+Bank+Value+Desa+Green+Midvalley+Taman+Desa-83713350.htm,520000,Taman Desa,Apartments,Condo / Services residence / Penthouse / Townhouse,Freehold,Non Bumi Lot,3,2,"Swimming Pool, Gymnasium, Mini Market, Playground, 24 Hour Security, Balcony/Patio, Cable TV",934.0,sq.ft.
[BEST DEAL/Full Furnished] Midfields 2 Pool View Midvalley Corner Lot,https://www.mudah.my/+BEST+DEAL+Full+Furnished+Midfields+2+Pool+View+Midvalley+Corner+Lot-83713349.htm,550000,Sungai Besi,Apartments,Condo / Services residence / Penthouse / Townhouse,Leasehold,Non Bumi Lot,3,2,"Swimming Pool, Gymnasium, Squash Court, Mini Market, Playground, Jogging Track, 24 Hour Security, Balcony/Patio, Cable TV",1111.0,sq.ft.
[100%LOAN] Sri Jati 1 Apartment 965sf 3r2b Old Klang Road Klang Lama,https://www.mudah.my/+100+LOAN+Sri+Jati+1+Apartment+965sf+3r2b+Old+Klang+Road+Klang+Lama-83713293.htm,270000,Old Klang Road,Apartments,Condo / Services residence / Penthouse / Townhouse,Freehold,Non Bumi Lot,3,2,"Swimming Pool, Gymnasium, Tennis Court, Squash Court, Mini Market, Playground, Jogging Track, 24 Hour Security, Balcony/Patio, Cable TV",965.0,sq.ft.
Big 1450sf CORNER Pv 2 carpark Limited for sale at Melati pv2 8 veo,https://www.mudah.my/Big+1450sf+CORNER+Pv+2+carpark+Limited+for+sale+at+Melati+pv2+8+veo-75874945.htm,510000,Setapak,Apartments,Condo / Services residence / Penthouse / Townhouse,Freehold,Non Bumi Lot,4,2,"Swimming Pool, Gymnasium, Tennis Court, Squash Court, Mini Market, Playground, Jogging Track, 24 Hour Security, Balcony/Patio, Cable TV",1450.0,sq.ft.
PV13 Condo PV 13 1383SF 2CARPARKS 4ROOMS 5.6% ROI Setapak/ TARC,https://www.mudah.my/PV13+Condo+PV+13+1383SF+2CARPARKS+4ROOMS+5+6+ROI+Setapak+TARC-83713695.htm,470000,Setapak,Apartments,Condo / Services residence / Penthouse / Townhouse,Leasehold,Non Bumi Lot,4,2,"Swimming Pool, Gymnasium, Mini Market, Playground, Jogging Track, 24 Hour Security, Balcony/Patio, Cable TV",1383.0,sq.ft.
PV2 PV 2 Condo FREEHOLD 1313SF 4ROOMS 2CARPARK Tmn Melati/ KL East,https://www.mudah.my/PV2+PV+2+Condo+FREEHOLD+1313SF+4ROOMS+2CARPARK+Tmn+Melati+KL+East-83713691.htm,480000,Setapak,Apartments,Condo / Services residence / Penthouse / Townhouse,Freehold,Non Bumi Lot,4,2,,1313.0,sq.ft.
"【Below Market】Nusa Mewah Villa Condo, Cheras #100%LOAN",https://www.mudah.my/a+Below+Marketa+Nusa+Mewah+Villa+Condo+Cheras+100+LOAN-83713690.htm,278000,Cheras,Apartments,Condo / Services residence / Penthouse / Townhouse,Leasehold,Bumi Lot,3,2,"Swimming Pool, Gymnasium, Tennis Court, Squash Court, Mini Market, Playground, Jogging Track, 24 Hour Security, Balcony/Patio, Cable TV",870.0,sq.ft.
"One South Street Mall, Seri Kembangan",https://www.mudah.my/One+South+Street+Mall+Seri+Kembangan-83713678.htm,340000,Serdang,Commercial,Office space,Leasehold,Non Bumi Lot,,,"Mini Market, 24 Hour Security",950.0,sq.ft.
"Sri Damansara Courts (SD Courts), 2R2B, Newly repainted",https://www.mudah.my/Sri+Damansara+Courts+SD+Courts+2R2B+Newly+repainted-83713674.htm,316000,Sri Damansara,Apartments,Condo / Services residence / Penthouse / Townhouse,Freehold,Non Bumi Lot,2,2,"Swimming Pool, Gymnasium, Mini Market, Playground, Jogging Track, 24 Hour Security, Balcony/Patio",721.0,sq.ft.
Cheras Permata Heights Condo Batu 9 Very Nice,https://www.mudah.my/Cheras+Permata+Heights+Condo+Batu+9+Very+Nice-81987417.htm,328000,Cheras,Apartments,Condo / Services residence / Penthouse / Townhouse,Freehold,Non Bumi Lot,3,2,"Swimming Pool, Gymnasium, Tennis Court, Squash Court, Mini Market, Playground, Jogging Track, 24 Hour Security, Balcony/Patio, Cable TV",900.0,sq.ft.
"Sri Jati 2, Old Klang Road, Jalan Klang Lama, Well Maintain, 4R2B",https://www.mudah.my/Sri+Jati+2+Old+Klang+Road+Jalan+Klang+Lama+Well+Maintain+4R2B-83713581.htm,450000,Old Klang Road,Apartments,Condo / Services residence / Penthouse / Townhouse,Freehold,Non Bumi Lot,4,2,"Swimming Pool, Mini Market, Playground, 24 Hour Security",1226.0,sq.ft.
"Taman melawati jalan b , 22x80 near melawati mall , freehold",https://www.mudah.my/Taman+melawati+jalan+b+22x80+near+melawati+mall+freehold-83572646.htm,780000,Taman Melawati,Houses,Double storey,Freehold,Non Bumi Lot,4,3,,1760.0,sq.ft.
"Pv 16 , pv16 with 2 car park , high floor and non bumi lot 4r 2b",https://www.mudah.my/Pv+16+pv16+with+2+car+park+high+floor+and+non+bumi+lot+4r+2b-83498118.htm,468000,Setapak,Apartments,Condo / Services residence / Penthouse / Townhouse,Leasehold,Non Bumi Lot,4,2,,1313.0,sq.ft.
Taman Setapak Indah Townhouse fully renovation and furnish,https://www.mudah.my/Taman+Setapak+Indah+Townhouse+fully+renovation+and+furnish-83408844.htm,435000,Setapak,Houses,Townhouse,Leasehold,Non Bumi Lot,3,3,,1400.0,sq.ft.
"Setiawangsa, Wangsa Melawati Residence, Low Density, 8.0 KM To KL",https://www.mudah.my/Setiawangsa+Wangsa+Melawati+Residence+Low+Density+8+0+KM+To+KL-82053156.htm,460000,Setiawangsa,Apartments,Condo / Services residence / Penthouse / Townhouse,Leasehold,Non Bumi Lot,3,2,"Swimming Pool, Gymnasium, Playground, Jogging Track, 24 Hour Security, Balcony/Patio",850.0,sq.ft.
Sri Jati 1 Apartment 965sf Old Klang Road Klang Lama 100%LOAN RENOVATE,https://www.mudah.my/Sri+Jati+1+Apartment+965sf+Old+Klang+Road+Klang+Lama+100+LOAN+RENOVATE-83713257.htm,270000,Old Klang Road,Apartments,Condo / Services residence / Penthouse / Townhouse,Freehold,Non Bumi Lot,3,2,"Swimming Pool, Gymnasium, Tennis Court, Squash Court, Mini Market, Playground, Jogging Track, 24 Hour Security, Balcony/Patio, Cable TV",965.0,sq.ft.
Kiara East Suite DEX Suites 1.0 (Tower A),https://www.mudah.my/Kiara+East+Suite+DEX+Suites+1+0+Tower+A+-83713220.htm,470000,Jalan Ipoh,Apartments,Condo / Services residence / Penthouse / Townhouse,Freehold,Non Bumi Lot,2,1,"Swimming Pool, Gymnasium, Squash Court, Mini Market, Playground, 24 Hour Security, Balcony/Patio",798.0,sq.ft.
"Pangsapuri jati selatan, desa petaling",https://www.mudah.my/Pangsapuri+jati+selatan+desa+petaling-83713532.htm,270000,Desa Petaling,Apartments,Apartment/ Flat,Leasehold,Bumi Lot,3,2,,826.0,sq.ft.
"Sri Desa Condo, Kuchai Lama, Taman Gembira",https://www.mudah.my/Sri+Desa+Condo+Kuchai+Lama+Taman+Gembira-73244847.htm,400000,Kuchai Lama,Apartments,Condo / Services residence / Penthouse / Townhouse,Freehold,Non Bumi Lot,3,2,"Swimming Pool, Tennis Court, Squash Court, Playground, Jogging Track, 24 Hour Security, Balcony/Patio, Cable TV",1012.0,sq.ft.
Double storey taman melawati near melawati mall,https://www.mudah.my/Double+storey+taman+melawati+near+melawati+mall-83713504.htm,850000,Taman Melawati,Houses,Double storey,Freehold,Non Bumi Lot,4,3,Mini Market,2300.0,sq.ft.
Flat Level_22x70_2teres Taman Midah Desa Aman Taynton View MRT Mutiara,https://www.mudah.my/Flat+Level+22x70+2teres+Taman+Midah+Desa+Aman+Taynton+View+MRT+Mutiara-83439743.htm,908000,Cheras,Houses,Double storey,Freehold,Non Bumi Lot,4,3,Balcony/Patio,1600.0,sq.ft.
Freehold_6000sf_2 teres Taman Taynton View Midah Bukit Segar Perdana,https://www.mudah.my/Freehold+6000sf+2+teres+Taman+Taynton+View+Midah+Bukit+Segar+Perdana-83385627.htm,2150000,Cheras,Houses,Bungalow / Villa / Cluster houses,Freehold,Non Bumi Lot,6,5,,6000.0,sq.ft.
FREEHOLD_Playground_2 teres Taman Midah Desa Aman Taynton View Mutiara,https://www.mudah.my/FREEHOLD+Playground+2+teres+Taman+Midah+Desa+Aman+Taynton+View+Mutiara-81389077.htm,793000,Cheras,Houses,Double storey,Freehold,Non Bumi Lot,4,2,"Playground, Cable TV",1540.0,sq.ft.
Widuri Impian Condo Desa Petaling 956sqft Nice View 100% Full Loan,https://www.mudah.my/Widuri+Impian+Condo+Desa+Petaling+956sqft+Nice+View+100+Full+Loan-83204276.htm,310000,Desa Petaling,Apartments,Condo / Services residence / Penthouse / Townhouse,Leasehold,Non Bumi Lot,3,2,"Swimming Pool, Gymnasium, Mini Market, Playground, Jogging Track, 24 Hour Security, Balcony/Patio, Cable TV",956.0,sq.ft.
[40 x 80] Alam Sutera 2 storey Semi-D House (G&G) Bukit Jalil,https://www.mudah.my/+40+x+80+Alam+Sutera+2+storey+Semi+D+House+G+G+Bukit+Jalil-81965575.htm,1800000,Bukit Jalil,Houses,Double storey,Leasehold,Non Bumi Lot,5,5,"Playground, Jogging Track, 24 Hour Security, Balcony/Patio, Cable TV",3600.0,sq.ft.
Sentul Utama Condo 850sf 3r2b KL 100%LOAN Below Market RENOVATED nice,https://www.mudah.my/Sentul+Utama+Condo+850sf+3r2b+KL+100+LOAN+Below+Market+RENOVATED+nice-83100937.htm,280000,Sentul,Apartments,Condo / Services residence / Penthouse / Townhouse,Leasehold,Non Bumi Lot,3,2,"Swimming Pool, Gymnasium, Tennis Court, Squash Court, Mini Market, Playground, Jogging Track, 24 Hour Security, Balcony/Patio, Cable TV",850.0,sq.ft.
288 Residency Corner Unit,https://www.mudah.my/288+Residency+Corner+Unit-82742185.htm,680000,Setapak,Apartments,Condo / Services residence / Penthouse / Townhouse,Freehold,Non Bumi Lot,4,3,"Swimming Pool, Gymnasium, Playground, 24 Hour Security",1563.0,sq.ft.
Sentul Utama Condo RENOVATED 850sf Sentul KL 100% Full Loan,https://www.mudah.my/Sentul+Utama+Condo+RENOVATED+850sf+Sentul+KL+100+Full+Loan-81587258.htm,290000,Sentul,Apartments,Condo / Services residence / Penthouse / Townhouse,Leasehold,Bumi Lot,3,2,"Swimming Pool, Gymnasium, Tennis Court, Squash Court, Mini Market, Playground, Jogging Track, 24 Hour Security, Balcony/Patio, Cable TV",850.0,sq.ft.
1st FLOOR TOWNHOUSE TAMAN LAGENDA MAS CHERAS KUALA LUMPUR,https://www.mudah.my/1st+FLOOR+TOWNHOUSE+TAMAN+LAGENDA+MAS+CHERAS+KUALA+LUMPUR-77967775.htm,399000,Cheras,Apartments,Condo / Services residence / Penthouse / Townhouse,Freehold,Non Bumi Lot,3,2,,1470.0,sq.ft.
"Freehold strata title Desa Satu Apartment, Below Market Value, Nice",https://www.mudah.my/Freehold+strata+title+Desa+Satu+Apartment+Below+Market+Value+Nice-83713260.htm,135000,Kepong,Apartments,Apartment/ Flat,Freehold,Non Bumi Lot,3,2,,655.0,sq.ft.
Fahrenheit 88 Condominium 1560sf,https://www.mudah.my/Fahrenheit+88+Condominium+1560sf-83713176.htm,1380000,KLCC,Apartments,Condo / Services residence / Penthouse / Townhouse,Freehold,Non Bumi Lot,3,2,"24 Hour Security, Gymnasium,",1560.0,sq.ft.
Kepong Sentral | Kepong | Taman Ehsan | Sri Ehsan | Walk to MRT & KTM,https://www.mudah.my/Kepong+Sentral+Kepong+Taman+Ehsan+Sri+Ehsan+Walk+to+MRT+KTM-83712942.htm,260000,Kepong,Apartments,Condo / Services residence / Penthouse / Townhouse,Leasehold,Non Bumi Lot,3,2,"Swimming Pool, Gymnasium, Mini Market, Playground, 24 Hour Security, Balcony/Patio",962.0,sq.ft.
PV20 Condo PV 20 Corner 2Parking 1378sf Setapak,https://www.mudah.my/PV20+Condo+PV+20+Corner+2Parking+1378sf+Setapak-82847782.htm,460000,Setapak,Apartments,Condo / Services residence / Penthouse / Townhouse,Leasehold,Non Bumi Lot,4,2,,1378.0,sq.ft.
Bandar Sri Damansara 2 sty For Sale - Not Facing Houses,https://www.mudah.my/Bandar+Sri+Damansara+2+sty+For+Sale+Not+Facing+Houses-83599911.htm,950000,Sri Damansara,Houses,Double storey,Freehold,Non Bumi Lot,4,3,"Playground, 24 Hour Security",1500.0,sq.ft.
"First Residence , Kepong Baru, Kepong",https://www.mudah.my/First+Residence+Kepong+Baru+Kepong-83713125.htm,530000,Kepong,Apartments,Condo / Services residence / Penthouse / Townhouse,Leasehold,Non Bumi Lot,3,2,,1200.0,sq.ft.
Idaman Puteri Condo 1450SF 2PARKING RENOVATED Setapak,https://www.mudah.my/Idaman+Puteri+Condo+1450SF+2PARKING+RENOVATED+Setapak-83713106.htm,538000,Setapak,Apartments,Condo / Services residence / Penthouse / Townhouse,Freehold,Non Bumi Lot,3,2,"Swimming Pool, Gymnasium, Mini Market, Playground, Jogging Track, 24 Hour Security, Balcony/Patio, Cable TV",1450.0,sq.ft.
Freehold Limited Unit 2.5 sty Terrace Rampai 37 Setapak Wangsa maju,https://www.mudah.my/Freehold+Limited+Unit+2+5+sty+Terrace+Rampai+37+Setapak+Wangsa+maju-83713101.htm,950000,Wangsa Maju,Houses,Two and a half storey,Freehold,Non Bumi Lot,5,4,,2600.0,sq.ft.
