list_title,url,price,area,category,prop_type,prop_title1,prop_title2,bedrooms,bathroom,facilities,size,size_unit
"[1K BOOKING] Intan Apartment, Setiawangsa KL",https://www.mudah.my/+1K+BOOKING+Intan+Apartment+Setiawangsa+KL-83708911.htm,380000,Setiawangsa,Apartments,Apartment/ Flat,Freehold,Bumi Lot,3,2,"Mini Market, Playground, Jogging Track, 24 Hour Security, Balcony/Patio",976.0,sq.ft.
Bandar mahkota cheras,https://www.mudah.my/Bandar+mahkota+cheras-82843505.htm,629000,Cheras,Houses,Double storey,Freehold,Non Bumi Lot,4,4,24 Hour Security,1300.0,sq.ft.
Partially Furnished Condo for Sale Must View Unit,https://www.mudah.my/Partially+Furnished+Condo+for+Sale+Must+View+Unit-83595507.htm,330000,OUG,Apartments,Condo / Services residence / Penthouse / Townhouse,Freehold,Non Bumi Lot,3,2,"Swimming Pool, Gymnasium, Tennis Court, Squash Court, Mini Market, Playground, Jogging Track, 24 Hour Security, Balcony/Patio, Cable TV",950.0,sq.ft.
"[End Lot] 2 Storey Terrace House Taman Daya, Taman Ehsan Kepong",https://www.mudah.my/+End+Lot+2+Storey+Terrace+House+Taman+Daya+Taman+Ehsan+Kepong-83709271.htm,650000,Kepong,Houses,Double storey,Leasehold,Non Bumi Lot,4,3,,1300.0,sq.ft.
[PRIVATE LIFT + CLUB HOUSE] Villa At Kemensah Ampang Taman Melawati,https://www.mudah.my/+PRIVATE+LIFT+CLUB+HOUSE+Villa+At+Kemensah+Ampang+Taman+Melawati-82005975.htm,1715250,Taman Melawati,Houses,Bungalow / Villa / Cluster houses,Freehold,Non Bumi Lot,6,6,"Swimming Pool, Gymnasium, Mini Market, Playground, Jogging Track, 24 Hour Security, Balcony/Patio, Cable TV",4820.0,sq.ft.
Fire Sale Sunway Velocity VR3 Penthouse for Sale,https://www.mudah.my/Fire+Sale+Sunway+Velocity+VR3+Penthouse+for+Sale-83709268.htm,1600000,Cheras,Apartments,Condo / Services residence / Penthouse / Townhouse,Freehold,Non Bumi Lot,4,3,"Swimming Pool, Gymnasium, Mini Market, Playground, Jogging Track, 24 Hour Security",2077.0,sq.ft.
Villa Crystal Condo BLW Market Price Taman Sri Sinar Segambut,https://www.mudah.my/Villa+Crystal+Condo+BLW+Market+Price+Taman+Sri+Sinar+Segambut-83709235.htm,680000,Segambut,Apartments,Condo / Services residence / Penthouse / Townhouse,Freehold,Non Bumi Lot,4,3,,1298.0,sq.ft.
Pandan Indah 2nd Floor Office ROI 6.4% Near Maybank MPAJ,https://www.mudah.my/Pandan+Indah+2nd+Floor+Office+ROI+6+4+Near+Maybank+MPAJ-76750021.htm,225000,Pandan Indah,Commercial,Office space,Leasehold,Non Bumi Lot,,,,1000.0,sq.ft.
Vista Hatamas Cheras | Taman Segar | Econsave | 100% full Loan,https://www.mudah.my/Vista+Hatamas+Cheras+Taman+Segar+Econsave+100+full+Loan-83709219.htm,250000,Cheras,Apartments,Condo / Services residence / Penthouse / Townhouse,Leasehold,Non Bumi Lot,3,2,"Swimming Pool, Gymnasium, Tennis Court, Squash Court, Mini Market, Playground, Jogging Track, 24 Hour Security, Balcony/Patio, Cable TV",850.0,sq.ft.
"(Corner unit) 3 Storey, Taman Bukit Segar Jaya 2, Cheras Hartamas",https://www.mudah.my/+Corner+unit+3+Storey+Taman+Bukit+Segar+Jaya+2+Cheras+Hartamas-77972940.htm,1080000,Cheras,Houses,Triple storey,Leasehold,Non Bumi Lot,6,4,"Playground, Jogging Track, 24 Hour Security, Balcony/Patio",3792.0,sq.ft.
Townhouse unit to sell,https://www.mudah.my/Townhouse+unit+to+sell-82567874.htm,600000,Jalan Ipoh,Houses,Townhouse,Leasehold,Non Bumi Lot,4,3,"Mini Market, Playground, Jogging Track, 24 Hour Security, Balcony/Patio",1700.0,sq.ft.
Amazing apartment,https://www.mudah.my/Amazing+apartment-83611119.htm,600000,Damansara Heights,Apartments,Condo / Services residence / Penthouse / Townhouse,Leasehold,Non Bumi Lot,2,2,"Swimming Pool, Gymnasium, Jogging Track, 24 Hour Security, Cable TV",999.0,sq.ft.
Strategic Location Condominium For Sale in Wangsa Maju!,https://www.mudah.my/Strategic+Location+Condominium+For+Sale+in+Wangsa+Maju+-83611110.htm,595000,Wangsa Maju,Apartments,Condo / Services residence / Penthouse / Townhouse,Leasehold,Non Bumi Lot,4,2,"Swimming Pool, Gymnasium, Mini Market, Playground, Jogging Track, 24 Hour Security, Balcony/Patio, Cable TV",850.0,sq.ft.
Bangalow sri gombak height,https://www.mudah.my/Bangalow+sri+gombak+height-83611028.htm,3600000,Gombak,Houses,Bungalow / Villa / Cluster houses,Leasehold,Non Bumi Lot,4,6,,7000.0,sq.ft.
FREEHOLD New Triple storey Terrace House For Sales,https://www.mudah.my/FREEHOLD+New+Triple+storey+Terrace+House+For+Sales-83609548.htm,795000,Serdang,Houses,Triple storey,Freehold,Non Bumi Lot,4,4,"Mini Market, Playground, Jogging Track, 24 Hour Security, Balcony/Patio, Cable TV",2400.0,sq.ft.
Flat Taman Bukit Angkasa,https://www.mudah.my/Flat+Taman+Bukit+Angkasa-83612718.htm,260000,Bangsar South,Apartments,Apartment/ Flat,Leasehold,Bumi Lot,3,2,Mini Market,684.0,sq.ft.
Lake city 0%downpayment & bumi discount,https://www.mudah.my/Lake+city+0+downpayment+bumi+discount-83709172.htm,503000,Jalan Kuching,Apartments,Condo / Services residence / Penthouse / Townhouse,Leasehold,Non Bumi Lot,3,2,"Swimming Pool, Gymnasium, Mini Market, Playground, Jogging Track, 24 Hour Security, Balcony/Patio, Cable TV",943.0,sq.ft.
"Medan Putra Business Centre Shop Office , Bandar Menjalara , Kepong",https://www.mudah.my/Medan+Putra+Business+Centre+Shop+Office+Bandar+Menjalara+Kepong-83615609.htm,215000,Bandar Menjalara,Commercial,Office space,Freehold,Non Bumi Lot,,,,750.0,sq.ft.
St Mary Residences Service Apartment (Near Monorail)(Cheapest),https://www.mudah.my/St+Mary+Residences+Service+Apartment+Near+Monorail+Cheapest+-83619602.htm,1650000,KLCC,Apartments,Condo / Services residence / Penthouse / Townhouse,Freehold,Non Bumi Lot,3,3,"Swimming Pool, Gymnasium, Squash Court, Mini Market, Playground, Jogging Track, 24 Hour Security, Balcony/Patio, Cable TV",1420.0,sq.ft.
Taman Universiti Indah Seri Kembangan House for SALE,https://www.mudah.my/Taman+Universiti+Indah+Seri+Kembangan+House+for+SALE-83615897.htm,570000,Serdang,Houses,Double storey,Freehold,Non Bumi Lot,4,3,,1170.0,sq.ft.
Full renovation,https://www.mudah.my/Full+renovation-83616004.htm,1080000,Puchong,Houses,Double storey,Freehold,Non Bumi Lot,4,3,,3200.0,sq.ft.
Taman Segar Leisure Mall Cheras XL Sboplot,https://www.mudah.my/Taman+Segar+Leisure+Mall+Cheras+XL+Sboplot-83618085.htm,5200000,Cheras,Commercial,Shop lot,Leasehold,Non Bumi Lot,,,,2300.0,sq.ft.
"Plaza 138, the best location office maya hotel",https://www.mudah.my/Plaza+138+the+best+location+office+maya+hotel-83620390.htm,1550000,KLCC,Commercial,Office space,Freehold,Non Bumi Lot,,,"24 Hour Security, Cable TV",1750.0,sq.ft.
Flat,https://www.mudah.my/Flat-83625508.htm,220000,Wangsa Maju,Apartments,Apartment/ Flat,Leasehold,Bumi Lot,2,1,,530.0,sq.ft.
Royal Regent Sri Putramas 3 for sale,https://www.mudah.my/Royal+Regent+Sri+Putramas+3+for+sale-83624992.htm,780000,Jalan Kuching,Apartments,Condo / Services residence / Penthouse / Townhouse,Freehold,Non Bumi Lot,4,2,"Swimming Pool, Gymnasium, Playground, 24 Hour Security, Balcony/Patio",1590.0,sq.ft.
"Double storey Taman Usaha Jaya,Bukit Desa",https://www.mudah.my/Double+storey+Taman+Usaha+Jaya+Bukit+Desa-83625098.htm,650000,Kepong,Houses,Double storey,Leasehold,Non Bumi Lot,4,3,"Balcony/Patio, Cable TV, Mini Market, Playground",1300.0,sq.ft.
Desa Tun Razak Apartment Cheras - 100% Full Loan/Mid Floor,https://www.mudah.my/Desa+Tun+Razak+Apartment+Cheras+100+Full+Loan+Mid+Floor-83708732.htm,160000,Cheras,Apartments,Apartment/ Flat,Leasehold,Non Bumi Lot,2,1,24 Hour Security,660.0,sq.ft.
Free Hold,https://www.mudah.my/Free+Hold-83709122.htm,2300000,Others,Houses,Semi detached,Freehold,Bumi Lot,5,6,Swimming Pool,3674.0,sq.ft.
Limited unit Seri gembira apartment freehold jalan ipoh kl,https://www.mudah.my/Limited+unit+Seri+gembira+apartment+freehold+jalan+ipoh+kl-83709108.htm,258000,Jalan Ipoh,Apartments,Apartment/ Flat,Freehold,Non Bumi Lot,3,2,"Swimming Pool, Mini Market, Playground, 24 Hour Security",875.0,sq.ft.
Apartment Menara Merak Kayangan Keramat KL,https://www.mudah.my/Apartment+Menara+Merak+Kayangan+Keramat+KL-83709086.htm,270000,Keramat,Apartments,Apartment/ Flat,Leasehold,Bumi Lot,3,1,,868.0,sq.ft.
[FEW UNIT] Sri Suajaya | RENO | Sentul | Near LRT | Gombak | Easy Rent,https://www.mudah.my/+FEW+UNIT+Sri+Suajaya+RENO+Sentul+Near+LRT+Gombak+Easy+Rent-83709064.htm,280000,Sentul,Apartments,Condo / Services residence / Penthouse / Townhouse,Freehold,Non Bumi Lot,3,2,,1100.0,sq.ft.
Fortune Perdana | 1292sf 3 1R | 3 Carpark | Avenue | Kepong | Aeon Big,https://www.mudah.my/Fortune+Perdana+1292sf+3+1R+3+Carpark+Avenue+Kepong+Aeon+Big-83682757.htm,560000,Kepong,Apartments,Condo / Services residence / Penthouse / Townhouse,Leasehold,Non Bumi Lot,4,2,,1292.0,sq.ft.
[FULLY RENO]* Bandar Damai Perdana 2sty house Cheras South Gate&Guard,https://www.mudah.my/+FULLY+RENO+Bandar+Damai+Perdana+2sty+house+Cheras+South+Gate+Guard-78371504.htm,918000,Cheras,Houses,Bungalow / Villa / Cluster houses,Freehold,Non Bumi Lot,4,4,,3400.0,sq.ft.
[*CashBack 60K | BelowMK*] Genting Court Condo Ria Sri Pelangi Setapak,https://www.mudah.my/+CashBack+60K+BelowMK+Genting+Court+Condo+Ria+Sri+Pelangi+Setapak-82799626.htm,210000,Setapak,Apartments,Condo / Services residence / Penthouse / Townhouse,Leasehold,Non Bumi Lot,3,2,"Swimming Pool, Tennis Court, Squash Court, Mini Market, Playground, Jogging Track, 24 Hour Security, Balcony/Patio, Cable TV",803.0,sq.ft.
(near lrt) kl traders square condo house setapak kuala lumpur,https://www.mudah.my/+near+lrt+kl+traders+square+condo+house+setapak+kuala+lumpur-83531036.htm,480000,Setapak,Apartments,Condo / Services residence / Penthouse / Townhouse,Freehold,Non Bumi Lot,3,2,"Swimming Pool, Gymnasium, Tennis Court, Playground",842.0,sq.ft.
Pangsapuri Suria 1st Floor Taman Kinrara,https://www.mudah.my/Pangsapuri+Suria+1st+Floor+Taman+Kinrara-60237224.htm,275000,Puchong,Apartments,Apartment/ Flat,Leasehold,Non Bumi Lot,3,2,"Playground, Jogging Track, 24 Hour Security",750.0,sq.ft.
Dale lake field at sungai besi area easy exist to kl city for sale !,https://www.mudah.my/Dale+lake+field+at+sungai+besi+area+easy+exist+to+kl+city+for+sale+-83318086.htm,1250000,Sungai Besi,Houses,Two and a half storey,Freehold,Non Bumi Lot,5,4,"Swimming Pool, Gymnasium, Tennis Court, Squash Court, Mini Market, Playground, Jogging Track, 24 Hour Security, Balcony/Patio, Cable TV",3500.0,sq.ft.
Cheras freehold property ketumbar heights condo for sale !,https://www.mudah.my/Cheras+freehold+property+ketumbar+heights+condo+for+sale+-83317220.htm,308000,Cheras,Apartments,Condo / Services residence / Penthouse / Townhouse,Freehold,Non Bumi Lot,4,2,"Swimming Pool, Gymnasium, Tennis Court, Squash Court, Mini Market, Playground, Jogging Track, 24 Hour Security, Balcony/Patio, Cable TV",920.0,sq.ft.
"2.5 Storey Superlink 20 Trees, Taman Melawati Indah Ampang, KL",https://www.mudah.my/2+5+Storey+Superlink+20+Trees+Taman+Melawati+Indah+Ampang+KL-83708242.htm,1800000,Taman Melawati,Houses,Two and a half storey,Freehold,Bumi Lot,5,6,"24 Hour Security, Balcony/Patio",3200.0,sq.ft.
Le Yuan Residence 3B2R Partly furnished Happy Garden Jalan Klang Lama,https://www.mudah.my/Le+Yuan+Residence+3B2R+Partly+furnished+Happy+Garden+Jalan+Klang+Lama-83708571.htm,850000,Kuchai Lama,Apartments,Condo / Services residence / Penthouse / Townhouse,Freehold,Non Bumi Lot,3,2,"Swimming Pool, Gymnasium, Mini Market, Playground, 24 Hour Security, Balcony/Patio, Cable TV",1663.0,sq.ft.
"[Murah Cantik] Freehold Sri ayu apartment, setiawangsa",https://www.mudah.my/+Murah+Cantik+Freehold+Sri+ayu+apartment+setiawangsa-83708508.htm,515000,Setiawangsa,Apartments,Apartment/ Flat,Freehold,Non Bumi Lot,3,2,,1200.0,sq.ft.
"Sri anggerik 2, bandar puchong jaya, puchong",https://www.mudah.my/Sri+anggerik+2+bandar+puchong+jaya+puchong-83708100.htm,245000,Puchong,Apartments,Condo / Services residence / Penthouse / Townhouse,Freehold,Non Bumi Lot,3,2,"Mini Market, Playground, 24 Hour Security, Balcony/Patio, Cable TV",825.0,sq.ft.
Petaling Indah Condo Sungai Besi RENOVATED Below Market 100%F/Loan,https://www.mudah.my/Petaling+Indah+Condo+Sungai+Besi+RENOVATED+Below+Market+100+F+Loan-83708083.htm,250000,Sungai Besi,Apartments,Condo / Services residence / Penthouse / Townhouse,Leasehold,Non Bumi Lot,3,2,"Swimming Pool, Gymnasium, Tennis Court, Squash Court, Mini Market, Playground, Jogging Track, 24 Hour Security, Balcony/Patio, Cable TV",888.0,sq.ft.
FREEHOLD CHEAPEST Sri Jati 2 Condominium Jalan Klang Lama,https://www.mudah.my/FREEHOLD+CHEAPEST+Sri+Jati+2+Condominium+Jalan+Klang+Lama-83708076.htm,358000,Old Klang Road,Apartments,Condo / Services residence / Penthouse / Townhouse,Freehold,Non Bumi Lot,3,2,"Swimming Pool, Gymnasium, Mini Market, Playground, 24 Hour Security",1250.0,sq.ft.
"[HOT LOCATION] VILLA DANAU APARTMENT, Setapak KL",https://www.mudah.my/+HOT+LOCATION+VILLA+DANAU+APARTMENT+Setapak+KL-83708361.htm,450000,Setapak,Apartments,Apartment/ Flat,Leasehold,Bumi Lot,3,2,,1113.0,sq.ft.
Menara Orkid 875sf Bandar Baru Sentul BELOW MARKET GOD CONDITION F/LON,https://www.mudah.my/Menara+Orkid+875sf+Bandar+Baru+Sentul+BELOW+MARKET+GOD+CONDITION+F+LON-83708308.htm,250000,Sentul,Apartments,Condo / Services residence / Penthouse / Townhouse,Leasehold,Non Bumi Lot,3,2,"Swimming Pool, Gymnasium, Tennis Court, Squash Court, Mini Market, Playground, Jogging Track, 24 Hour Security, Balcony/Patio, Cable TV",875.0,sq.ft.
Season Garden Wangsa Maju Near LRT Below market Price,https://www.mudah.my/Season+Garden+Wangsa+Maju+Near+LRT+Below+market+Price-83518695.htm,400000,Wangsa Maju,Apartments,Condo / Services residence / Penthouse / Townhouse,Leasehold,Non Bumi Lot,3,2,"Swimming Pool, Gymnasium, Mini Market, Playground, Jogging Track, 24 Hour Security, Balcony/Patio, Cable TV",770.0,sq.ft.
Sri Bahagia Court Waja Apartment BELOW MARKET cheras FreeHold,https://www.mudah.my/Sri+Bahagia+Court+Waja+Apartment+BELOW+MARKET+cheras+FreeHold-78521450.htm,238000,Cheras,Apartments,Apartment/ Flat,Freehold,Non Bumi Lot,3,2,"Playground, 24 Hour Security, Balcony/Patio",830.0,sq.ft.
Segar ria apartment cheras near pemaisuri kuala lumpur cheras,https://www.mudah.my/Segar+ria+apartment+cheras+near+pemaisuri+kuala+lumpur+cheras-83083553.htm,145000,Cheras,Apartments,Apartment/ Flat,Freehold,Non Bumi Lot,3,2,,650.0,sq.ft.
Pangsapuri waja taman tun perak cheras,https://www.mudah.my/Pangsapuri+waja+taman+tun+perak+cheras+-82714556.htm,200000,Cheras,Apartments,Apartment/ Flat,Freehold,Non Bumi Lot,3,2,,818.0,sq.ft.
"3 Storey Link House Taman Zooview, Taman Melawati (NEAR ZOO NEGARA)",https://www.mudah.my/3+Storey+Link+House+Taman+Zooview+Taman+Melawati+NEAR+ZOO+NEGARA+-83514156.htm,789000,Taman Melawati,Houses,Triple storey,Freehold,Non Bumi Lot,4,3,"Mini Market, Playground, Jogging Track, Cable TV",2243.0,sq.ft.
[100%LOAN] Sri Bahagia Court 890sf 3r2b Cheras Alam Damai BELOW MARKET,https://www.mudah.my/+100+LOAN+Sri+Bahagia+Court+890sf+3r2b+Cheras+Alam+Damai+BELOW+MARKET-83100788.htm,230000,Cheras,Apartments,Condo / Services residence / Penthouse / Townhouse,Freehold,Non Bumi Lot,3,2,"Swimming Pool, Gymnasium, Tennis Court, Squash Court, Mini Market, Playground, Jogging Track, 24 Hour Security, Balcony/Patio, Cable TV",890.0,sq.ft.
Pandan Indah 1.5 Sty Shop Lot Below Market Limited Unit,https://www.mudah.my/Pandan+Indah+1+5+Sty+Shop+Lot+Below+Market+Limited+Unit-83060867.htm,1599999,Pandan Indah,Commercial,Shop lot,Leasehold,Non Bumi Lot,,,Cable TV,2314.0,sq.ft.
Kepong Baru Single Storey Terrace Corner Lot RENOVATED,https://www.mudah.my/Kepong+Baru+Single+Storey+Terrace+Corner+Lot+RENOVATED-81634055.htm,880000,Kepong,Houses,Single storey,Leasehold,Non Bumi Lot,4,2,Playground,2067.0,sq.ft.
"Lido Residency , Cheras",https://www.mudah.my/Lido+Residency+Cheras-79412264.htm,690000,Cheras,Apartments,Condo / Services residence / Penthouse / Townhouse,Leasehold,Non Bumi Lot,3,2,"Swimming Pool, Gymnasium, Tennis Court, Squash Court, Mini Market, Playground, Jogging Track, 24 Hour Security, Balcony/Patio, Cable TV",1127.0,sq.ft.
"New Project: Residensi Desa Sentralmas, Tmn Desa, KL",https://www.mudah.my/New+Project+Residensi+Desa+Sentralmas+Tmn+Desa+KL-83707713.htm,230000,Taman Desa,Apartments,Condo / Services residence / Penthouse / Townhouse,Leasehold,Bumi Lot,3,2,"Swimming Pool, Mini Market, Playground, 24 Hour Security, Balcony/Patio, Cable TV",850.0,sq.ft.
Aman Height seri kembangan ( below market price ),https://www.mudah.my/Aman+Height+seri+kembangan+below+market+price+-83707699.htm,359000,Serdang,Apartments,Condo / Services residence / Penthouse / Townhouse,Freehold,Non Bumi Lot,3,2,"Swimming Pool, Gymnasium, Squash Court, Mini Market, Playground, Jogging Track, 24 Hour Security",1238.0,sq.ft.
Vantage Point Condo 886Sf Desa Petaling G/Condition BelowMV100%F/LOAN,https://www.mudah.my/Vantage+Point+Condo+886Sf+Desa+Petaling+G+Condition+BelowMV100+F+LOAN-81973369.htm,245000,Desa Petaling,Apartments,Condo / Services residence / Penthouse / Townhouse,Freehold,Non Bumi Lot,3,2,"Swimming Pool, Gymnasium, Mini Market, Playground, Jogging Track, 24 Hour Security, Balcony/Patio, Cable TV",900.0,sq.ft.
Casa Suria Condo Cheras-100% Loan/High Floor,https://www.mudah.my/Casa+Suria+Condo+Cheras+100+Loan+High+Floor-83708023.htm,230000,Cheras,Apartments,Condo / Services residence / Penthouse / Townhouse,Freehold,Non Bumi Lot,3,2,"Swimming Pool, Gymnasium, Tennis Court, Squash Court, Mini Market, Playground, Jogging Track, 24 Hour Security, Balcony/Patio, Cable TV",1000.0,sq.ft.
Freehold / 1 carpark / kepong / Desa satu apartment / desa aman puri,https://www.mudah.my/Freehold+1+carpark+kepong+Desa+satu+apartment+desa+aman+puri-83708022.htm,138000,Kepong,Apartments,Apartment/ Flat,Freehold,Non Bumi Lot,3,2,"Mini Market, 24 Hour Security, Cable TV",680.0,sq.ft.
"[RM150k] Below Market Price,Brand New, Nadayu 63, Taman Melawati,",https://www.mudah.my/+RM150k+Below+Market+Price+Brand+New+Nadayu+63+Taman+Melawati+-83707609.htm,299700,Taman Melawati,Apartments,Condo / Services residence / Penthouse / Townhouse,Leasehold,Non Bumi Lot,1,1,"Swimming Pool, Gymnasium, Playground, 24 Hour Security, Balcony/Patio",557.0,sq.ft.
"3 sty shop sect 1 wangsa maju, kuala lumpur",https://www.mudah.my/3+sty+shop+sect+1+wangsa+maju+kuala+lumpur-83707572.htm,1650000,Wangsa Maju,Commercial,Shop lot,Leasehold,Non Bumi Lot,,,,1760.0,sq.ft.
WIDE PORCH | Single storey terrace house Jalan C Taman Melawati KL,https://www.mudah.my/WIDE+PORCH+Single+storey+terrace+house+Jalan+C+Taman+Melawati+KL-83707557.htm,630000,Taman Melawati,Houses,Single storey,Freehold,Non Bumi Lot,3,2,"Mini Market, Playground",1760.0,sq.ft.
PV 9 Residence Beside LRT [High Rental Yield + 5 Rooms],https://www.mudah.my/PV+9+Residence+Beside+LRT+High+Rental+Yield+5+Rooms+-83260423.htm,500001,Wangsa Maju,Apartments,Condo / Services residence / Penthouse / Townhouse,Leasehold,Non Bumi Lot,3,2,"Swimming Pool, Gymnasium, Tennis Court, Squash Court, Mini Market, Playground, Jogging Track, 24 Hour Security, Balcony/Patio, Cable TV",1000.0,sq.ft.
PV 9 Residence 100M Walking to LRT [Rental Yield 10%],https://www.mudah.my/PV+9+Residence+100M+Walking+to+LRT+Rental+Yield+10+-83259957.htm,450000,Setapak,Apartments,Condo / Services residence / Penthouse / Townhouse,Leasehold,Non Bumi Lot,3,2,"Swimming Pool, Gymnasium, Tennis Court, Squash Court, Mini Market, Playground, Jogging Track, 24 Hour Security, Balcony/Patio, Cable TV",1000.0,sq.ft.
"[Near to MRT & LRT ] The Hipster Midvalley , Taman desa",https://www.mudah.my/+Near+to+MRT+LRT+The+Hipster+Midvalley+Taman+desa-81652073.htm,379000,Cheras,Apartments,Condo / Services residence / Penthouse / Townhouse,Leasehold,Non Bumi Lot,3,2,"Swimming Pool, Gymnasium, Mini Market, Playground, 24 Hour Security, Balcony/Patio",921.0,sq.ft.
"[ Rental Cover installment ] The Hipster , Midvalley , Tmn desa , OKR",https://www.mudah.my/+Rental+Cover+installment+The+Hipster+Midvalley+Tmn+desa+OKR-78469132.htm,388000,Bangsar,Apartments,Condo / Services residence / Penthouse / Townhouse,Leasehold,Bumi Lot,3,2,"Swimming Pool, Gymnasium, Squash Court, Mini Market, Playground, 24 Hour Security, Balcony/Patio, Cable TV",921.0,sq.ft.
VISTA SAUJANA =989SF [3R2B ] BEST DEAL | 100% Loan Apply,https://www.mudah.my/VISTA+SAUJANA+989SF+3R2B+BEST+DEAL+100+Loan+Apply-83707994.htm,250000,Kepong,Apartments,Apartment/ Flat,Leasehold,Non Bumi Lot,3,2,"Swimming Pool, Mini Market, Playground, 24 Hour Security, Balcony/Patio",989.0,sq.ft.
"Amadesa Resort Condominium, Taman Desa Petaling, KL [[ BIG SIZE ]]",https://www.mudah.my/Amadesa+Resort+Condominium+Taman+Desa+Petaling+KL+BIG+SIZE+-83707990.htm,398000,Desa Petaling,Apartments,Condo / Services residence / Penthouse / Townhouse,Leasehold,Non Bumi Lot,3,2,"Swimming Pool, Gymnasium, Playground, Jogging Track, 24 Hour Security, Cable TV",1246.0,sq.ft.
"!! FREEHOLD * BELOW MARKET VALUE !! Prima Tiara 2, Segambut",https://www.mudah.my/+FREEHOLD+BELOW+MARKET+VALUE+Prima+Tiara+2+Segambut-83707983.htm,302000,Segambut,Apartments,Apartment/ Flat,Freehold,Non Bumi Lot,3,2,,926.0,sq.ft.
Single Storey Taman Cheras Perdana CP5 Near C180 Aeon [ Freehold ],https://www.mudah.my/Single+Storey+Taman+Cheras+Perdana+CP5+Near+C180+Aeon+Freehold+-83707921.htm,435000,Cheras,Houses,Single storey,Freehold,Non Bumi Lot,3,2,,1400.0,sq.ft.
2 Storey House (20x70) Pandan Perdana,https://www.mudah.my/2+Storey+House+20x70+Pandan+Perdana-83707916.htm,605000,Pandan Perdana,Houses,Double storey,Leasehold,Non Bumi Lot,4,4,,1400.0,sq.ft.
"(Walking Distance to LRT) Seri Maya Condominium, Setiawangsa, KL",https://www.mudah.my/+Walking+Distance+to+LRT+Seri+Maya+Condominium+Setiawangsa+KL-83707881.htm,630000,Setiawangsa,Apartments,Condo / Services residence / Penthouse / Townhouse,Freehold,Non Bumi Lot,3,2,"Swimming Pool, Gymnasium, Mini Market, Playground, 24 Hour Security, Cable TV",1378.0,sq.ft.
"Specialist & Experienced Agent, Teach You How To Invest And Own Stay",https://www.mudah.my/Specialist+Experienced+Agent+Teach+You+How+To+Invest+And+Own+Stay-83707500.htm,360000,OUG,Apartments,Apartment/ Flat,Freehold,Non Bumi Lot,3,2,"Swimming Pool, Mini Market, Playground, 24 Hour Security, Balcony/Patio",950.0,sq.ft.
